char,unihan_stroke,unihan_form,form_source,radical_no,residual,unicode_version
掷,19,擲,char-table:preferred-traditional+unihan:kTraditionalVariant,64,15,17.0.0
掸,16,撣,char-table:preferred-traditional+unihan:kTraditionalVariant,64,12,17.0.0
掺,15,摻,char-table:preferred-traditional+unihan:kTraditionalVariant,64,11,17.0.0
掼,15,摜,char-table:preferred-traditional+unihan:kTraditionalVariant,64,11,17.0.0
掾,13,掾,unihan:identity,64,9,17.0.0
揄,13,揄,unihan:identity,64,9,17.0.0
揆,13,揆,unihan:identity,64,9,17.0.0
揉,13,揉,unihan:identity,64,9,17.0.0
揍,13,揍,unihan:identity,64,9,17.0.0
描,13,描,unihan:identity,64,9,17.0.0
提,13,提,unihan:identity,64,9,17.0.0
插,13,插,unihan:identity,64,9,17.0.0
揕,13,揕,unihan:identity,64,9,17.0.0
揖,13,揖,unihan:identity,64,9,17.0.0
揠,13,揠,unihan:identity,64,9,17.0.0
握,13,握,unihan:identity,64,9,17.0.0
揣,13,揣,unihan:identity,64,9,17.0.0
揩,13,揩,unihan:identity,64,9,17.0.0
揪,13,揪,unihan:identity,64,9,17.0.0
揭,13,揭,unihan:identity,64,9,17.0.0
揳,13,揳,unihan:identity,64,9,17.0.0
援,13,援,unihan:identity,64,9,17.0.0
揶,13,揶,unihan:identity,64,9,17.0.0
揸,13,揸,unihan:identity,64,9,17.0.0
揽,25,攬,char-table:preferred-traditional+unihan:kTraditionalVariant,64,21,17.0.0
揿,16,撳,char-table:preferred-traditional+unihan:kTraditionalVariant,64,12,17.0.0
搀,21,攙,char-table:preferred-traditional+unihan:kTraditionalVariant,64,17,17.0.0
搁,18,擱,char-table:preferred-traditional+unihan:kTraditionalVariant,64,14,17.0.0
搂,15,摟,char-table:preferred-traditional+unihan:kTraditionalVariant,64,11,17.0.0
搅,24,攪,char-table:preferred-traditional+unihan:kTraditionalVariant,64,20,17.0.0
搋,14,搋,unihan:identity,64,10,17.0.0
搌,14,搌,unihan:identity,64,10,17.0.0
搏,14,搏,unihan:identity,64,10,17.0.0
搐,14,搐,unihan:identity,64,10,17.0.0
搒,14,搒,unihan:identity,64,10,17.0.0
搓,14,搓,unihan:identity,64,10,17.0.0
搔,14,搔,unihan:identity,64,10,17.0.0
搛,14,搛,unihan:identity,64,10,17.0.0
搜,13,搜,unihan:identity,64,9,17.0.0
搞,14,搞,unihan:identity,64,10,17.0.0
搠,14,搠,unihan:identity,64,10,17.0.0
搡,14,搡,unihan:identity,64,10,17.0.0
搦,14,搦,unihan:identity,64,10,17.0.0
搪,14,搪,unihan:identity,64,10,17.0.0
搬,14,搬,unihan:identity,64,10,17.0.0
搭,14,搭,unihan:identity,64,10,17.0.0
搴,14,搴,unihan:identity,64,10,17.0.0
携,22,攜,unihan:kTraditionalVariant[17.0.0],64,18,17.0.0
搽,14,搽,unihan:identity,64,10,17.0.0
摁,14,摁,unihan:identity,64,10,17.0.0
摄,22,攝,char-table:preferred-traditional+unihan:kTraditionalVariant,64,18,17.0.0
摅,19,攄,char-table:preferred-traditional+unihan:kTraditionalVariant,64,15,17.0.0
摆,19,擺,char-table:preferred-traditional+unihan:kTraditionalVariant,64,15,17.0.0
摇,14,搖,unihan:kTraditionalVariant[17.0.0],64,10,17.0.0
摈,18,擯,char-table:preferred-traditional+unihan:kTraditionalVariant,64,14,17.0.0
摊,23,攤,char-table:preferred-traditional+unihan:kTraditionalVariant,64,19,17.0.0
摏,15,摏,unihan:identity,64,11,17.0.0
摒,15,摒,unihan:identity,64,11,17.0.0
摔,15,摔,unihan:identity,64,11,17.0.0
摘,15,摘,unihan:identity,64,11,17.0.0
摛,15,摛,unihan:identity,64,11,17.0.0
摞,15,摞,unihan:identity,64,11,17.0.0
摧,15,摧,unihan:identity,64,11,17.0.0
摩,15,摩,unihan:identity,64,11,17.0.0
摭,15,摭,unihan:identity,64,11,17.0.0
摴,15,摴,unihan:identity,64,11,17.0.0
摸,15,摸,unihan:identity,64,11,17.0.0
摹,15,摹,unihan:identity,64,11,17.0.0
摽,15,摽,unihan:identity,64,11,17.0.0
撂,15,撂,unihan:identity,64,11,17.0.0
撄,21,攖,char-table:preferred-traditional+unihan:kTraditionalVariant,64,17,17.0.0
撅,16,撅,unihan:identity,64,12,17.0.0
撇,15,撇,unihan:identity,64,11,17.0.0
撑,16,撐,unihan:kTraditionalVariant[17.0.0],64,12,17.0.0
撒,16,撒,unihan:identity,64,12,17.0.0
撕,16,撕,unihan:identity,64,12,17.0.0
撖,16,撖,unihan:identity,64,12,17.0.0
撙,16,撙,unihan:identity,64,12,17.0.0
撞,16,撞,unihan:identity,64,12,17.0.0
撤,16,撤,unihan:identity,64,12,17.0.0
撩,16,撩,unihan:identity,64,12,17.0.0
撬,16,撬,unihan:identity,64,12,17.0.0
播,16,播,unihan:identity,64,12,17.0.0
撮,16,撮,unihan:identity,64,12,17.0.0
撰,16,撰,unihan:identity,64,12,17.0.0
撵,19,攆,char-table:preferred-traditional+unihan:kTraditionalVariant,64,15,17.0.0
撷,19,擷,char-table:preferred-traditional+unihan:kTraditionalVariant,64,15,17.0.0
撸,19,擼,char-table:preferred-traditional+unihan:kTraditionalVariant,64,15,17.0.0
撺,22,攛,char-table:preferred-traditional+unihan:kTraditionalVariant,64,18,17.0.0
撼,17,撼,unihan:identity,64,13,17.0.0
擀,17,擀,unihan:identity,64,13,17.0.0
擂,17,擂,unihan:identity,64,13,17.0.0
擅,17,擅,unihan:identity,64,13,17.0.0
操,17,操,unihan:identity,64,13,17.0.0
擎,17,擎,unihan:identity,64,13,17.0.0
擐,17,擐,unihan:identity,64,13,17.0.0
擒,17,擒,unihan:identity,64,13,17.0.0
擘,17,擘,unihan:identity,64,13,17.0.0
擞,19,擻,char-table:preferred-traditional+unihan:kTraditionalVariant,64,15,17.0.0
擢,18,擢,unihan:identity,64,14,17.0.0
擤,18,擤,unihan:identity,64,14,17.0.0
擦,18,擦,unihan:identity,64,14,17.0.0
擿,19,擿,unihan:identity,64,15,17.0.0
攀,19,攀,unihan:identity,64,15,17.0.0
攉,20,攉,unihan:identity,64,16,17.0.0
攒,23,攢,char-table:preferred-traditional+unihan:kTraditionalVariant,64,19,17.0.0
攘,21,攘,unihan:identity,64,17,17.0.0
攥,24,攥,unihan:identity,64,20,17.0.0
攫,24,攫,unihan:identity,64,20,17.0.0
攮,26,攮,unihan:identity,64,22,17.0.0
支,4,支,unihan:identity,65,0,17.0.0
收,6,收,unihan:identity,66,2,17.0.0
攸,7,攸,unihan:identity,66,3,17.0.0
改,7,改,unihan:identity,66,3,17.0.0
攻,7,攻,unihan:identity,66,3,17.0.0
攽,8,攽,unihan:identity,66,4,17.0.0
放,8,放,unihan:identity,66,4,17.0.0
政,8,政,unihan:identity,66,4,17.0.0
故,9,故,unihan:identity,66,5,17.0.0
效,10,效,unihan:identity,66,6,17.0.0
敉,10,敉,unihan:identity,66,6,17.0.0
敌,15,敵,char-table:preferred-traditional+unihan:kTraditionalVariant,66,11,17.0.0
敏,11,敏,unihan:identity,66,7,17.0.0
救,11,救,unihan:identity,66,7,17.0.0
敔,11,敔,unihan:identity,66,7,17.0.0
敕,11,敕,unihan:identity,66,7,17.0.0
敖,11,敖,unihan:identity,66,7,17.0.0
教,11,教,unihan:identity,66,7,17.0.0
敛,17,斂,char-table:preferred-traditional+unihan:kTraditionalVariant,66,13,17.0.0
敝,12,敝,unihan:identity,66,8,17.0.0
敞,12,敞,unihan:identity,66,8,17.0.0
敢,12,敢,unihan:identity,66,8,17.0.0
散,12,散,unihan:identity,66,8,17.0.0
敦,12,敦,unihan:identity,66,8,17.0.0
敩,20,斆,char-table:preferred-traditional+unihan:kTraditionalVariant,66,16,17.0.0
敫,13,敫,unihan:identity,66,9,17.0.0
敬,13,敬,unihan:identity,66,9,17.0.0
数,15,數,char-table:preferred-traditional+unihan:kTraditionalVariant,66,11,17.0.0
敲,14,敲,unihan:identity,66,10,17.0.0
整,15,整,unihan:identity,66,11,17.0.0
敷,15,敷,unihan:identity,66,11,17.0.0
文,4,文,unihan:identity,67,0,17.0.0
斋,17,齋,char-table:preferred-traditional+unihan:kTraditionalVariant,210,3,17.0.0
斌,11,斌,unihan:identity,67,7,17.0.0
斐,12,斐,unihan:identity,67,8,17.0.0
斑,12,斑,unihan:identity,67,8,17.0.0
斓,21,斕,char-table:preferred-traditional+unihan:kTraditionalVariant,67,17,17.0.0
斗,10,鬥,char-table:preferred-traditional+unihan:kTraditionalVariant,191,0,17.0.0
料,10,料,unihan:identity,68,6,17.0.0
斛,11,斛,unihan:identity,68,7,17.0.0
斜,11,斜,unihan:identity,68,7,17.0.0
斝,12,斝,unihan:identity,68,8,17.0.0
斟,13,斟,unihan:identity,68,9,17.0.0
斠,14,斠,unihan:identity,68,10,17.0.0
斡,14,斡,unihan:identity,68,10,17.0.0
斤,4,斤,unihan:identity,69,0,17.0.0
斥,5,斥,unihan:identity,69,1,17.0.0
斧,8,斧,unihan:identity,69,4,17.0.0
斩,11,斬,char-table:preferred-traditional+unihan:kTraditionalVariant,69,7,17.0.0
斫,9,斫,unihan:identity,69,5,17.0.0
断,18,斷,char-table:preferred-traditional+unihan:kTraditionalVariant,69,14,17.0.0
斯,12,斯,unihan:identity,69,8,17.0.0
新,13,新,unihan:identity,69,9,17.0.0
斶,17,斶,unihan:identity,69,13,17.0.0
方,4,方,unihan:identity,70,0,17.0.0
於,8,於,unihan:identity,70,4,17.0.0
施,9,施,unihan:identity,70,5,17.0.0
旁,10,旁,unihan:identity,70,6,17.0.0
旃,10,旃,unihan:identity,70,6,17.0.0
旄,10,旄,unihan:identity,70,6,17.0.0
旅,10,旅,unihan:identity,70,6,17.0.0
旆,10,旆,unihan:identity,70,6,17.0.0
旋,19,鏇,char-table:preferred-traditional+unihan:kTraditionalVariant,167,11,17.0.0
旌,11,旌,unihan:identity,70,7,17.0.0
旎,11,旎,unihan:identity,70,7,17.0.0
族,11,族,unihan:identity,70,7,17.0.0
旐,12,旐,unihan:identity,70,8,17.0.0
旒,13,旒,unihan:identity,70,9,17.0.0
旖,14,旖,unihan:identity,70,10,17.0.0
旗,14,旗,unihan:identity,70,10,17.0.0
旞,19,旞,unihan:identity,70,15,17.0.0
无,12,無,char-table:preferred-traditional+unihan:kTraditionalVariant,86,8,17.0.0
既,9,既,unihan:identity,71,5,17.0.0
日,4,日,unihan:identity,72,0,17.0.0
旦,5,旦,unihan:identity,72,1,17.0.0
旧,18,舊,char-table:preferred-traditional+unihan:kTraditionalVariant,134,12,17.0.0
旨,6,旨,unihan:identity,72,2,17.0.0
早,6,早,unihan:identity,72,2,17.0.0
旬,6,旬,unihan:identity,72,2,17.0.0
旭,6,旭,unihan:identity,72,2,17.0.0
旮,6,旮,unihan:identity,72,2,17.0.0
旯,6,旯,unihan:identity,72,2,17.0.0
旰,7,旰,unihan:identity,72,3,17.0.0
旱,7,旱,unihan:identity,72,3,17.0.0
旴,7,旴,unihan:identity,72,3,17.0.0
旵,7,旵,unihan:identity,72,3,17.0.0
时,10,時,char-table:preferred-traditional+unihan:kTraditionalVariant,72,6,17.0.0
旷,19,曠,char-table:preferred-traditional+unihan:kTraditionalVariant,72,15,17.0.0
旸,13,暘,char-table:preferred-traditional+unihan:kTraditionalVariant,72,9,17.0.0
旺,8,旺,unihan:identity,72,4,17.0.0
旻,8,旻,unihan:identity,72,4,17.0.0
旿,8,旿,unihan:identity,72,4,17.0.0
昀,8,昀,unihan:identity,72,4,17.0.0
昂,8,昂,unihan:identity,72,4,17.0.0
昃,8,昃,unihan:identity,72,4,17.0.0
昄,8,昄,unihan:identity,72,4,17.0.0
昆,8,昆,unihan:identity,72,4,17.0.0
昇,8,昇,unihan:identity,72,4,17.0.0
昈,8,昈,unihan:identity,72,4,17.0.0
昉,8,昉,unihan:identity,72,4,17.0.0
昊,8,昊,unihan:identity,72,4,17.0.0
昌,8,昌,unihan:identity,72,4,17.0.0
明,8,明,unihan:identity,72,4,17.0.0
昏,8,昏,unihan:identity,72,4,17.0.0
昒,8,昒,unihan:identity,72,4,17.0.0
易,8,易,unihan:identity,72,4,17.0.0
昔,8,昔,unihan:identity,72,4,17.0.0
昕,8,昕,unihan:identity,72,4,17.0.0
昙,16,曇,char-table:preferred-traditional+unihan:kTraditionalVariant,72,12,17.0.0
昝,9,昝,unihan:identity,72,5,17.0.0
星,9,星,unihan:identity,72,5,17.0.0
映,9,映,unihan:identity,72,5,17.0.0
昡,9,昡,unihan:identity,72,5,17.0.0
昣,9,昣,unihan:identity,72,5,17.0.0
昤,9,昤,unihan:identity,72,5,17.0.0
春,9,春,unihan:identity,72,5,17.0.0
昧,9,昧,unihan:identity,72,5,17.0.0
昨,9,昨,unihan:identity,72,5,17.0.0
昪,9,昪,unihan:identity,72,5,17.0.0
昫,9,昫,unihan:identity,72,5,17.0.0
昭,9,昭,unihan:identity,72,5,17.0.0
是,9,是,unihan:identity,72,5,17.0.0
昱,9,昱,unihan:identity,72,5,17.0.0
昳,9,昳,unihan:identity,72,5,17.0.0
昴,9,昴,unihan:identity,72,5,17.0.0
昵,9,昵,unihan:identity,72,5,17.0.0
昶,9,昶,unihan:identity,72,5,17.0.0
昺,9,昺,unihan:identity,72,5,17.0.0
昼,11,晝,char-table:preferred-traditional+unihan:kTraditionalVariant,72,7,17.0.0
昽,20,曨,char-table:preferred-traditional+unihan:kTraditionalVariant,72,16,17.0.0
显,23,顯,char-table:preferred-traditional+unihan:kTraditionalVariant,181,14,17.0.0
晁,10,晁,unihan:identity,72,6,17.0.0
晃,10,晃,unihan:identity,72,6,17.0.0
晅,10,晅,unihan:identity,72,6,17.0.0
晊,10,晊,unihan:identity,72,6,17.0.0
晋,10,晉,unihan:kTraditionalVariant[17.0.0],72,6,17.0.0
晌,10,晌,unihan:identity,72,6,17.0.0
晏,10,晏,unihan:identity,72,6,17.0.0
晐,10,晐,unihan:identity,72,6,17.0.0
晒,23,曬,char-table:preferred-traditional+unihan:kTraditionalVariant,72,19,17.0.0
晓,16,曉,char-table:preferred-traditional+unihan:kTraditionalVariant,72,12,17.0.0
晔,16,曄,char-table:preferred-traditional+unihan:kTraditionalVariant,72,12,17.0.0
晕,13,暈,char-table:preferred-traditional+unihan:kTraditionalVariant,72,9,17.0.0
晖,13,暉,char-table:preferred-traditional+unihan:kTraditionalVariant,72,9,17.0.0
晗,11,晗,unihan:identity,72,7,17.0.0
晙,11,晙,unihan:identity,72,7,17.0.0
晚,11,晚,unihan:identity,72,7,17.0.0
晞,11,晞,unihan:identity,72,7,17.0.0
晟,11,晟,unihan:identity,72,7,17.0.0
晡,11,晡,unihan:identity,72,7,17.0.0
晢,11,晢,unihan:identity,72,7,17.0.0
晤,11,晤,unihan:identity,72,7,17.0.0
晦,11,晦,unihan:identity,72,7,17.0.0
晨,11,晨,unihan:identity,72,7,17.0.0
晪,12,晪,unihan:identity,72,8,17.0.0
晫,12,晫,unihan:identity,72,8,17.0.0
普,12,普,unihan:identity,72,8,17.0.0
景,12,景,unihan:identity,72,8,17.0.0
晰,12,晰,unihan:identity,72,8,17.0.0
晱,12,晱,unihan:identity,72,8,17.0.0
晴,12,晴,unihan:identity,72,8,17.0.0
晶,12,晶,unihan:identity,72,8,17.0.0
晷,12,晷,unihan:identity,72,8,17.0.0
智,12,智,unihan:identity,72,8,17.0.0
晾,12,晾,unihan:identity,72,8,17.0.0
暂,15,暫,char-table:preferred-traditional+unihan:kTraditionalVariant,72,11,17.0.0
暄,13,暄,unihan:identity,72,9,17.0.0
暅,13,𣈶,unihan:kTraditionalVariant[17.0.0],72,9,17.0.0
暇,13,暇,unihan:identity,72,9,17.0.0
暌,13,暌,unihan:identity,72,9,17.0.0
暑,12,暑,unihan:identity,72,8,17.0.0
暕,13,暕,unihan:identity,72,9,17.0.0
暖,13,暖,unihan:identity,72,9,17.0.0
暗,13,暗,unihan:identity,72,9,17.0.0
暝,14,暝,unihan:identity,72,10,17.0.0
暧,17,曖,char-table:preferred-traditional+unihan:kTraditionalVariant,72,13,17.0.0
暨,14,暨,unihan:identity,72,10,17.0.0
暮,15,暮,unihan:identity,72,11,17.0.0
暲,15,暲,unihan:identity,72,11,17.0.0
暴,15,暴,unihan:identity,72,11,17.0.0
暵,15,暵,unihan:identity,72,11,17.0.0
暶,15,暶,unihan:identity,72,11,17.0.0
暹,16,暹,unihan:identity,72,12,17.0.0
暾,16,暾,unihan:identity,72,12,17.0.0
暿,16,暿,unihan:identity,72,12,17.0.0
曈,16,曈,unihan:identity,72,12,17.0.0
曌,16,曌,unihan:identity,72,12,17.0.0
曙,18,曙,unihan:identity,72,14,17.0.0
曛,18,曛,unihan:identity,72,14,17.0.0
曜,18,曜,unihan:identity,72,14,17.0.0
曝,19,曝,unihan:identity,72,15,17.0.0
曦,20,曦,unihan:identity,72,16,17.0.0
曩,21,曩,unihan:identity,72,17,17.0.0
曰,4,曰,unihan:identity,73,0,17.0.0
曲,17,麯,char-table:preferred-traditional+unihan:kTraditionalVariant,199,6,17.0.0
曳,6,曳,unihan:identity,73,2,17.0.0
更,7,更,unihan:identity,73,3,17.0.0
曷,9,曷,unihan:identity,73,5,17.0.0
曹,11,曹,unihan:identity,73,7,17.0.0
曼,11,曼,unihan:identity,73,7,17.0.0
曾,12,曾,unihan:identity,73,8,17.0.0
替,12,替,unihan:identity,73,8,17.0.0
最,12,最,unihan:identity,73,8,17.0.0
月,4,月,unihan:identity,74,0,17.0.0
有,6,有,unihan:identity,74,2,17.0.0
朋,8,朋,unihan:identity,74,4,17.0.0
服,8,服,unihan:identity,74,4,17.0.0
朏,9,朏,unihan:identity,74,5,17.0.0
朐,9,朐,unihan:identity,74,5,17.0.0
朓,10,朓,unihan:identity,74,6,17.0.0
朔,10,朔,unihan:identity,74,6,17.0.0
朕,10,朕,unihan:identity,74,6,17.0.0
朗,11,朗,unihan:identity,74,7,17.0.0
望,11,望,unihan:identity,74,7,17.0.0
朝,12,朝,unihan:identity,74,8,17.0.0
期,12,期,unihan:identity,74,8,17.0.0
朦,18,朦,unihan:identity,74,14,17.0.0
木,4,木,unihan:identity,75,0,17.0.0
未,5,未,unihan:identity,75,1,17.0.0
末,5,末,unihan:identity,75,1,17.0.0
本,5,本,unihan:identity,75,1,17.0.0
札,5,札,unihan:identity,75,1,17.0.0
术,11,術,char-table:preferred-traditional+unihan:kTraditionalVariant,144,5,17.0.0
朱,11,硃,char-table:preferred-traditional+unihan:kTraditionalVariant,112,6,17.0.0
朳,6,朳,unihan:identity,75,2,17.0.0
朴,16,樸,char-table:preferred-traditional+unihan:kTraditionalVariant,75,12,17.0.0
朵,6,朵,unihan:identity,75,2,17.0.0
朸,6,朸,unihan:identity,75,2,17.0.0
机,16,機,char-table:preferred-traditional+unihan:kTraditionalVariant,75,12,17.0.0
朽,6,朽,unihan:identity,75,2,17.0.0
杀,11,殺,char-table:preferred-traditional+unihan:kTraditionalVariant,79,7,17.0.0
杂,18,雜,char-table:preferred-traditional+unihan:kTraditionalVariant,172,10,17.0.0
权,22,權,char-table:preferred-traditional+unihan:kTraditionalVariant,75,18,17.0.0
杄,7,杄,unihan:identity,75,3,17.0.0
杆,11,桿,unihan:kTraditionalVariant[17.0.0],75,7,17.0.0
杈,7,杈,unihan:identity,75,3,17.0.0
杉,7,杉,unihan:identity,75,3,17.0.0
杌,7,杌,unihan:identity,75,3,17.0.0
李,7,李,unihan:identity,75,3,17.0.0
杏,7,杏,unihan:identity,75,3,17.0.0
材,7,材,unihan:identity,75,3,17.0.0
村,7,村,unihan:identity,75,3,17.0.0
杓,7,杓,unihan:identity,75,3,17.0.0
杕,7,杕,unihan:identity,75,3,17.0.0
杖,7,杖,unihan:identity,75,3,17.0.0
杙,7,杙,unihan:identity,75,3,17.0.0
杜,7,杜,unihan:identity,75,3,17.0.0
杞,7,杞,unihan:identity,75,3,17.0.0
束,7,束,unihan:identity,75,3,17.0.0
杠,7,杠,unihan:identity,75,3,17.0.0
条,11,條,char-table:preferred-traditional+unihan:kTraditionalVariant,75,7,17.0.0
来,8,來,char-table:preferred-traditional+unihan:kTraditionalVariant,9,6,17.0.0
杧,7,杧,unihan:identity,75,3,17.0.0
杨,13,楊,char-table:preferred-traditional+unihan:kTraditionalVariant,75,9,17.0.0
杩,14,榪,char-table:preferred-traditional+unihan:kTraditionalVariant,75,10,17.0.0
杪,8,杪,unihan:identity,75,4,17.0.0
杭,8,杭,unihan:identity,75,4,17.0.0
杯,8,杯,unihan:identity,75,4,17.0.0
杰,12,傑,unihan:kTraditionalVariant[17.0.0],9,10,17.0.0
杲,8,杲,unihan:identity,75,4,17.0.0
杳,8,杳,unihan:identity,75,4,17.0.0
杵,8,杵,unihan:identity,75,4,17.0.0
杷,8,杷,unihan:identity,75,4,17.0.0
杻,8,杻,unihan:identity,75,4,17.0.0
杼,8,杼,unihan:identity,75,4,17.0.0
松,18,鬆,char-table:preferred-traditional+unihan:kTraditionalVariant,190,8,17.0.0
板,17,闆,char-table:preferred-traditional+unihan:kTraditionalVariant,169,9,17.0.0
极,13,極,char-table:preferred-traditional+unihan:kTraditionalVariant,75,9,17.0.0
构,14,構,char-table:preferred-traditional+unihan:kTraditionalVariant,75,10,17.0.0
枅,8,枅,unihan:identity,75,4,17.0.0
枇,8,枇,unihan:identity,75,4,17.0.0
枉,8,枉,unihan:identity,75,4,17.0.0
枋,8,枋,unihan:identity,75,4,17.0.0
枍,8,枍,unihan:identity,75,4,17.0.0
析,8,析,unihan:identity,75,4,17.0.0
枕,8,枕,unihan:identity,75,4,17.0.0
林,8,林,unihan:identity,75,4,17.0.0
枘,8,枘,unihan:identity,75,4,17.0.0
枚,8,枚,unihan:identity,75,4,17.0.0
果,8,果,unihan:identity,75,4,17.0.0
枝,8,枝,unihan:identity,75,4,17.0.0
枞,15,樅,char-table:preferred-traditional+unihan:kTraditionalVariant,75,11,17.0.0
枢,15,樞,char-table:preferred-traditional+unihan:kTraditionalVariant,75,11,17.0.0
枣,12,棗,char-table:preferred-traditional+unihan:kTraditionalVariant,75,8,17.0.0
枥,20,櫪,char-table:preferred-traditional+unihan:kTraditionalVariant,75,16,17.0.0
枧,11,梘,char-table:preferred-traditional+unihan:kTraditionalVariant,75,7,17.0.0
枨,12,棖,char-table:preferred-traditional+unihan:kTraditionalVariant,75,8,17.0.0
枪,14,槍,char-table:preferred-traditional+unihan:kTraditionalVariant,75,10,17.0.0
枫,13,楓,char-table:preferred-traditional+unihan:kTraditionalVariant,75,9,17.0.0
枭,11,梟,char-table:preferred-traditional+unihan:kTraditionalVariant,75,7,17.0.0
枯,9,枯,unihan:identity,75,5,17.0.0
枰,9,枰,unihan:identity,75,5,17.0.0
枲,9,枲,unihan:identity,75,5,17.0.0
枳,9,枳,unihan:identity,75,5,17.0.0
枵,9,枵,unihan:identity,75,5,17.0.0
架,9,架,unihan:identity,75,5,17.0.0
枷,9,枷,unihan:identity,75,5,17.0.0
枸,9,枸,unihan:identity,75,5,17.0.0
枹,9,枹,unihan:identity,75,5,17.0.0
柁,9,柁,unihan:identity,75,5,17.0.0
柃,9,柃,unihan:identity,75,5,17.0.0
柄,9,柄,unihan:identity,75,5,17.0.0
柈,9,柈,unihan:identity,75,5,17.0.0
柊,9,柊,unihan:identity,75,5,17.0.0
柏,9,柏,unihan:identity,75,5,17.0.0
某,9,某,unihan:identity,75,5,17.0.0
柑,9,柑,unihan:identity,75,5,17.0.0
柒,9,柒,unihan:identity,75,5,17.0.0
染,9,染,unihan:identity,75,5,17.0.0
柔,9,柔,unihan:identity,75,5,17.0.0
柖,9,柖,unihan:identity,75,5,17.0.0
柘,9,柘,unihan:identity,75,5,17.0.0
柙,9,柙,unihan:identity,75,5,17.0.0
柚,9,柚,unihan:identity,75,5,17.0.0
柜,18,櫃,char-table:preferred-traditional+unihan:kTraditionalVariant,75,14,17.0.0
柝,9,柝,unihan:identity,75,5,17.0.0
柞,9,柞,unihan:identity,75,5,17.0.0
柠,18,檸,char-table:preferred-traditional+unihan:kTraditionalVariant,75,14,17.0.0
柢,9,柢,unihan:identity,75,5,17.0.0
查,9,查,unihan:identity,75,5,17.0.0
柩,9,柩,unihan:identity,75,5,17.0.0
柬,9,柬,unihan:identity,75,5,17.0.0
柯,9,柯,unihan:identity,75,5,17.0.0
柰,9,柰,unihan:identity,75,5,17.0.0
柱,9,柱,unihan:identity,75,5,17.0.0
柳,9,柳,unihan:identity,75,5,17.0.0
柴,9,柴,unihan:identity,75,5,17.0.0
柷,9,柷,unihan:identity,75,5,17.0.0
柽,17,檉,char-table:preferred-traditional+unihan:kTraditionalVariant,75,13,17.0.0
柿,9,柿,unihan:identity,75,5,17.0.0
栀,11,梔,unihan:kTraditionalVariant[17.0.0],75,7,17.0.0
栅,9,柵,unihan:kTraditionalVariant[17.0.0],75,5,17.0.0
标,15,標,char-table:preferred-traditional+unihan:kTraditionalVariant,75,11,17.0.0
栈,12,棧,char-table:preferred-traditional+unihan:kTraditionalVariant,75,8,17.0.0
栉,19,櫛,char-table:preferred-traditional+unihan:kTraditionalVariant,75,15,17.0.0
栊,20,櫳,char-table:preferred-traditional+unihan:kTraditionalVariant,75,16,17.0.0
栋,12,棟,char-table:preferred-traditional+unihan:kTraditionalVariant,75,8,17.0.0
栌,20,櫨,char-table:preferred-traditional+unihan:kTraditionalVariant,75,16,17.0.0
栎,19,櫟,char-table:preferred-traditional+unihan:kTraditionalVariant,75,15,17.0.0
栏,21,欄,char-table:preferred-traditional+unihan:kTraditionalVariant,75,17,17.0.0
栐,9,栐,unihan:identity,75,5,17.0.0
树,16,樹,char-table:preferred-traditional+unihan:kTraditionalVariant,75,12,17.0.0
栒,10,栒,unihan:identity,75,6,17.0.0
栓,10,栓,unihan:identity,75,6,17.0.0
栖,12,棲,unihan:kTraditionalVariant[17.0.0],75,8,17.0.0
